long,lat,rural_urban,country,haz_new_mean,waz_new_mean,bmi_adult_mean
-0.027497,5.682693,urban,Ghana,61.333333333333336,46.333333333333336,2515.3333333333335
-0.002787,6.922908,rural,Ghana,-94.72727272727273,-75.36363636363636,2224.5833333333335
-0.002687,9.443121,urban,Ghana,-102.75,-25.0,3190.75
0.0,0.0,rural,Ghana,-103.0,-72.58823529411765,2385.9210526315787
0.005823,8.554702,urban,Ghana,-71.57142857142857,-53.642857142857146,2206.875
0.008698,8.101186,rural,Ghana,-111.42857142857143,-79.57142857142857,2125.0
0.022525,5.644931,urban,Ghana,-80.5,-56.5,2493.6666666666665
0.038188,10.554068,rural,Ghana,-77.36363636363636,-70.72727272727273,2127.230769230769
0.039726,6.279927,rural,Ghana,-77.5,-59.5,2541.75
0.041253,5.691434,urban,Ghana,-144.5,-165.5,2649.0
0.045813,9.982461,rural,Ghana,-221.5151515151515,-152.3030303030303,2038.7058823529412
0.055588,6.151921,urban,Ghana,9.6,-37.3,2728.0
0.055815,6.277704,urban,Ghana,-112.6,-63.0,3312.6
0.061775,9.151255,rural,Ghana,-176.52380952380952,-114.9047619047619,2106.8695652173915
0.077,8.807,rural,Ghana,-212.5,-162.5,2103.0555555555557
0.10949,5.710118,urban,Ghana,-85.2,-73.4,2846.0
0.131078,9.712389,rural,Ghana,-106.11111111111111,-33.27777777777778,2211.1666666666665
0.149707,8.054844,rural,Ghana,-37.5,-36.25,2356.3333333333335
0.150627,8.679028,rural,Ghana,-45.5,-41.5,2056.25
0.191132,10.394378,rural,Ghana,-164.3125,-144.625,2047.55
0.231155,5.954047,rural,Ghana,-67.75,-47.25,2598.0
0.254829,7.478531,rural,Ghana,-105.6,-85.1,2174.8
0.280008,6.532596,urban,Ghana,-15.0,45.0,2933.0
0.282171,7.003789,urban,Ghana,-35.875,-44.0,3235.375
0.30372,8.492433,urban,Ghana,-122.5,-106.0,2240.5
0.319177,9.207583,rural,Ghana,-188.42105263157896,-142.21052631578948,2095.2
0.326889,7.16699,rural,Ghana,-92.8,-65.7,2227.8
0.336546,7.310407,urban,Ghana,-219.0,-218.0,1900.0
0.340457,6.953207,rural,Ghana,-67.0,-39.166666666666664,2162.0
0.342165,6.740794,rural,Ghana,-174.0,-157.5,2815.5
0.364739,5.844177,rural,Ghana,-120.0,-61.0,2288.1666666666665
0.376907,9.294792,urban,Ghana,-120.0909090909091,-131.27272727272728,2362.266666666667
0.4043,7.421194,rural,Ghana,-150.0,-27.666666666666668,2153.75
0.423473,8.270915,rural,Ghana,-177.5,-114.9,2100.7
0.430522,6.071222,urban,Ghana,-196.28571428571428,-84.85714285714286,2284.714285714286
0.440938,6.766258,rural,Ghana,-170.0,-123.0,2544.1666666666665
0.462498,6.632147,urban,Ghana,-121.66666666666667,-58.666666666666664,2616.0
0.466223,6.610099,urban,Ghana,-14.666666666666666,-4.833333333333333,2122.0
0.468026,6.977575,rural,Ghana,-101.0,-16.0,2648.0
0.471193,7.137216,urban,Ghana,-47.2,-59.0,2756.3
0.484457,7.150478,urban,Ghana,-163.0,-118.5,2541.0
0.487792,6.615065,rural,Ghana,-106.66666666666667,-114.33333333333333,2326.3333333333335
0.489497,7.136724,rural,Ghana,-81.22222222222223,-64.22222222222223,2722.4444444444443
0.494265,6.632395,urban,Ghana,10.0,108.5,3249.5
0.505151,6.106798,rural,Ghana,19.5,51.0,2648.0
0.513165,6.896419,rural,Ghana,3.5,-83.5,2185.3333333333335
0.516634,7.826809,urban,Ghana,-158.55555555555554,-97.77777777777777,2543.6666666666665
0.583766,6.28701,rural,Ghana,-91.33333333333333,-77.66666666666667,2548.6666666666665
0.695908,6.529877,rural,Ghana,-176.8,-131.4,2214.6
0.732452,6.063825,rural,Ghana,-183.0,1.5,2182.0
0.759471,6.07748,rural,Ghana,-34.0,-75.0,2037.1666666666667
0.762386,6.100357,rural,Ghana,-148.5,-72.07142857142857,2337.133333333333
0.793324,6.125332,urban,Ghana,-91.66666666666667,-78.66666666666667,2621.3333333333335
0.885884,5.85096,rural,Ghana,-16.9,-12.4,3047.8
0.933672,5.798733,urban,Ghana,-166.5,-129.7,2727.1
0.948708,5.807975,urban,Ghana,-56.0,-54.0,2370.5
0.955204,6.140651,rural,Ghana,-35.75,-3.5,2507.5
1.025489,6.090417,urban,Ghana,-140.6,-110.4,2008.6
1.029399,6.084476,urban,Ghana,-128.5,-68.5,2392.8
1.060667,6.144431,rural,Ghana,-111.0,-115.66666666666667,2433.6666666666665
1.122108,6.07586,rural,Ghana,-21.0,-6.5,3424.0
