valid_time,cluster_id,number,latitude,longitude,tmin,tmax,hi,wbgt
2020-07-06,129,0,5.000000000000021,-1.6999999999999984,23.576569,27.240997,25.322744581434463,20.01377485227006
2020-07-07,129,0,5.000000000000021,-1.6999999999999984,24.198273,26.329498,25.039244757758247,19.792210575810707
2020-07-08,129,0,5.000000000000021,-1.6999999999999984,23.802399,26.079254,24.76403978135851,19.575435188744535
2020-07-09,129,0,5.000000000000021,-1.6999999999999984,23.82071,26.483795,25.208545260959202,19.92473737514611
2020-07-10,129,0,5.000000000000021,-1.6999999999999984,23.71341,25.109283,23.697717454698353,18.719748541871624
2020-07-11,129,0,5.000000000000021,-1.6999999999999984,23.871246,25.89029,24.555528428819446,19.41008242577314
2020-07-12,129,0,5.000000000000021,-1.6999999999999984,23.712677,26.13028,24.819153679741756,19.618981315917416
2020-07-13,129,0,5.000000000000021,-1.6999999999999984,23.332672,26.17508,24.868685404459637,19.658059804261747
2020-07-14,129,0,5.000000000000021,-1.6999999999999984,23.359772,26.153473,24.844674004448787,19.63912255014214
2020-07-15,129,0,5.000000000000021,-1.6999999999999984,23.523102,26.518341,25.24522145589193,19.95336392670849
2020-07-16,129,0,5.000000000000021,-1.6999999999999984,23.330109,26.350494,25.06037818060981,19.80878810933259
2020-07-17,129,0,5.000000000000021,-1.6999999999999984,23.002838,26.001617,24.67770046657986,19.507082961594314
2020-07-18,129,0,5.000000000000021,-1.6999999999999984,23.186554,25.82425,24.48365953233507,19.35286728785615
2020-07-19,129,0,5.000000000000021,-1.6999999999999984,22.739532,26.646515,25.38770463731554,20.064293877922182
2020-07-20,129,0,5.000000000000021,-1.6999999999999984,23.325348,26.51065,25.238160027398006,19.947854635013343
2020-07-21,129,0,5.000000000000021,-1.6999999999999984,23.467072,26.318756,25.027576022677952,19.783053140359698
2020-07-22,129,0,5.000000000000021,-1.6999999999999984,23.305939,26.284698,24.989390903049046,19.75306510227992
2020-07-23,129,0,5.000000000000021,-1.6999999999999984,23.454254,26.382843,25.097295973036026,19.83772364970509
2020-07-24,129,0,5.000000000000021,-1.6999999999999984,23.109283,26.26651,24.9691645304362,19.737167647647013
2020-07-25,129,0,5.000000000000021,-1.6999999999999984,22.96878,26.53006,25.258288913302952,19.96355619497703
2020-07-26,129,0,5.000000000000021,-1.6999999999999984,23.25821,25.4628,24.08543904622396,19.03378005772214
2020-07-27,129,0,5.000000000000021,-1.6999999999999984,23.225128,25.060577,23.64262898763021,18.674861426348798
2020-07-28,129,0,5.000000000000021,-1.6999999999999984,23.063507,26.032135,24.710723029242622,19.53324532220809
2020-07-29,129,0,5.000000000000021,-1.6999999999999984,22.57425,25.780914,24.43520016140408,19.31422433936995
2020-07-30,129,0,5.000000000000021,-1.6999999999999984,22.761017,25.715485,24.363250732421875,19.25675428221058
2020-07-31,129,0,5.000000000000021,-1.6999999999999984,22.96939,25.493317,24.11897447374132,19.060786143560513
2020-07-01,130,0,6.200000000000017,-1.6999999999999984,22.509552,26.794586,25.348972744411892,20.03418351993904
2020-07-02,130,0,6.200000000000017,-1.6999999999999984,22.891876,27.651764,25.552168952094185,20.191781080931975
2020-07-03,130,0,6.200000000000017,-1.6999999999999984,23.180573,28.408356,26.100472344292537,20.612502226072493
2020-07-04,130,0,6.200000000000017,-1.6999999999999984,23.010529,26.29068,24.996270073784725,19.75846991510093
2020-07-05,130,0,6.200000000000017,-1.6999999999999984,22.820953,27.193756,25.38537767198351,20.062485817190577
2020-07-06,130,0,6.200000000000017,-1.6999999999999984,22.19571,28.739899,26.342396206325954,20.79602793222962
2020-07-07,130,0,6.200000000000017,-1.6999999999999984,22.956085,28.270905,26.000599331325954,20.53636157831847
2020-07-08,130,0,6.200000000000017,-1.6999999999999984,22.67691,27.52481,25.460166931152344,20.120537650051332
2020-07-09,130,0,6.200000000000017,-1.6999999999999984,22.34903,24.522614,23.052825927734375,18.190088803419286
2020-07-10,130,0,6.200000000000017,-1.6999999999999984,22.008453,24.96109,23.533935546875,18.586099866473674
2020-07-11,130,0,6.200000000000017,-1.6999999999999984,21.832184,23.76065,22.216148376464844,17.489256746922415
2020-07-12,130,0,6.200000000000017,-1.6999999999999984,21.988922,27.437408,25.39798312717014,20.072278875540945
2020-07-13,130,0,6.200000000000017,-1.6999999999999984,21.885406,27.878937,25.7144037882487,20.316956197281442
2020-07-14,130,0,6.200000000000017,-1.6999999999999984,22.428986,28.269928,25.997695922851562,20.534144806264663
2020-07-15,130,0,6.200000000000017,-1.6999999999999984,22.157867,27.775787,25.636236402723526,20.256717177957555
2020-07-16,130,0,6.200000000000017,-1.6999999999999984,21.888458,26.733307,25.200848049587673,19.918725775143827
2020-07-17,130,0,6.200000000000017,-1.6999999999999984,21.50003,26.75357,25.39485083685981,20.069845755838116
2020-07-18,130,0,6.200000000000017,-1.6999999999999984,22.449615,28.269318,25.997937520345054,20.534329274673098
2020-07-19,130,0,6.200000000000017,-1.6999999999999984,21.972443,27.649689,25.549159579806858,20.18945366922494
2020-07-20,130,0,6.200000000000017,-1.6999999999999984,22.418488,28.363922,26.070166693793404,20.589421192922998
2020-07-21,130,0,6.200000000000017,-1.6999999999999984,22.361725,28.525543,26.187341478135853,20.678550343785986
2020-07-22,130,0,6.200000000000017,-1.6999999999999984,22.122955,28.202179,25.948944091796875,20.496894711287126
2020-07-23,130,0,6.200000000000017,-1.6999999999999984,22.351349,28.63089,26.26339806450738,20.73624098747372
2020-07-24,130,0,6.200000000000017,-1.6999999999999984,22.61673,28.85196,26.422127617730037,20.856230410555696
2020-07-25,130,0,6.200000000000017,-1.6999999999999984,22.024933,28.819977,26.39809078640408,20.838095763693268
2020-07-26,130,0,6.200000000000017,-1.6999999999999984,21.706085,27.015533,25.115178426106773,19.851728818250024
2020-07-27,130,0,6.200000000000017,-1.6999999999999984,21.88919,26.595856,25.328623453776043,20.01835064039807
2020-07-28,130,0,6.200000000000017,-1.6999999999999984,21.583893,28.694122,26.305838690863716,20.76837776346015
2020-07-29,130,0,6.200000000000017,-1.6999999999999984,22.147736,28.234894,25.969996982150608,20.51298713951342
2020-07-30,130,0,6.200000000000017,-1.6999999999999984,22.21878,28.240875,25.974892510308162,20.516727788577555
2020-07-31,130,0,6.200000000000017,-1.6999999999999984,22.25589,26.9711,25.38224538167318,20.06005182757749
2020-07-01,131,0,6.700000000000015,-1.6999999999999984,22.381378,25.456696,24.07835642496745,19.02807325243697
2020-07-02,131,0,6.700000000000015,-1.6999999999999984,22.678864,28.342438,26.05275048149957,20.57614770635105
2020-07-03,131,0,6.700000000000015,-1.6999999999999984,22.952057,28.888824,26.451746622721355,20.878559035165566
2020-07-04,131,0,6.700000000000015,-1.6999999999999984,22.949982,26.913727,25.060064527723526,19.808542144871026
2020-07-05,131,0,6.700000000000015,-1.6999999999999984,22.721344,27.500275,25.441551208496094,20.106099543651368
2020-07-06,131,0,6.700000000000015,-1.6999999999999984,21.952911,29.169586,26.657456292046444,21.03310233698607
2020-07-07,131,0,6.700000000000015,-1.6999999999999984,22.930695,28.877838,26.443731519911026,20.87251866603185
2020-07-08,131,0,6.700000000000015,-1.6999999999999984,22.852325,27.245514,25.394299825032554,20.069417715129717
2020-07-09,131,0,6.700000000000015,-1.6999999999999984,22.132233,23.22232,21.624459160698784,16.984325815961085
2020-07-10,131,0,6.700000000000015,-1.6999999999999984,21.768951,24.339264,22.851465013292103,18.022830709519596
2020-07-11,131,0,6.700000000000015,-1.6999999999999984,21.542389,23.644196,22.089288499620228,17.381647690535793
2020-07-12,131,0,6.700000000000015,-1.6999999999999984,21.676544,28.11905,25.8895746866862,20.451461272040653
2020-07-13,131,0,6.700000000000015,-1.6999999999999984,21.721954,28.37503,26.074595981174046,20.592795837277166
2020-07-14,131,0,6.700000000000015,-1.6999999999999984,22.23172,28.674225,26.293597751193577,20.75911278463449
2020-07-15,131,0,6.700000000000015,-1.6999999999999984,22.068024,27.711334,25.58910369873047,20.220329709889633
2020-07-16,131,0,6.700000000000015,-1.6999999999999984,21.536896,26.874786,25.291887919108074,19.989745250910318
2020-07-17,131,0,6.700000000000015,-1.6999999999999984,21.736359,27.376251,25.349727206759983,20.034770358197562
